PSR Number,Description,Status,Date Originated,Final Complete Date,Product Line(s),Complaint Details.Adverse Event Suspected?,Complaint Details.Facility Country,Complaint Details.Lot/Serial Number,Complaint Details.Complaint Received By,Complaint Details.Investigation Result Code (N/A to all QMS),Complaint Details.Customer Symptom Code
00002222,Description 2222,Submitted,01/17/2018 09:00:51 PM PST,,Product 44,No,Germany,216313,Name 2222,,
00002223,Description 2223,Submitted,01/16/2018 09:01:18 PM PST,,Product 45,No,Denmark,TSM400-1601-EREZ,Name 2223,,
00002224,Description 2224,Submitted,01/16/2018 09:01:56 PM PST,,Product 46,No,Germany,296815,Name 2224,,
00002225,Description 2225,Submitted,01/17/2018 09:00:53 PM PST,,Product 47,No,United Kingdom,410704,Name 2225,,
00002226,Description 2226,Canceled,01/16/2018 09:02:24 PM PST,,Product 48,,Germany,,Name 2226,,
00002227,Description 2227,Submitted,01/17/2018 09:00:55 PM PST,,Product 49,No,USA,991669,Name 2227,,Probe
00002228,Description 2228,Submitted,01/17/2018 09:00:56 PM PST,,Product 50,No,USA,N/A,Name 2228,,Main/Digital Board
00002229,Description 2229,Submitted,01/16/2018 09:02:48 PM PST,,Product 51,No,Panama,117587,Name 2229,,Bluetooth
00002230,Description 2230,Submitted,01/17/2018 09:00:58 PM PST,,Product 52,No,Australia,1251,Name 2230,,
00002231,Description 2231,Canceled,01/17/2018 09:01:00 PM PST,,Product 53,,Germany,,Name 2231,,
00002232,Description 2232,Canceled,01/17/2018 09:01:00 PM PST,,Product 54,,Germany,,Name 2232,,
00002233,Description 2233,Canceled,01/17/2018 09:01:03 PM PST,,Product 55,No,United Kingdom,N/A,Name 2233,,
00002234,Description 2234,Submitted,01/17/2018 09:01:05 PM PST,,Product 56,No,USA,64198,Name 2234,,Probe
00002235,Description 2235,Canceled,01/17/2018 09:01:06 PM PST,,Product 57,,Germany,,Name 2235,,
00002236,Description 2236,Canceled,01/17/2018 09:01:06 PM PST,,Product 58,No,Germany,N/A,Name 2236,,
00002237,Description 2237,Canceled,01/17/2018 09:01:07 PM PST,,Product 59,,Switzerland,,Name 2237,,
00002238,Description 2238,Submitted,01/17/2018 09:01:07 PM PST,,Product 60,No,Germany,,Name 2238,,
00002239,Description 2239,Submitted,01/17/2018 09:01:08 PM PST,,Product 61,No,Germany,440423,Name 2239,,
00002240,Description 2240,Canceled,01/17/2018 09:01:08 PM PST,,Product 62,,Germany,,Name 2240,,
00002241,Description 2241,Pending,01/17/2018 09:01:09 PM PST,,Product 63,,Germany,,Name 2241,,
00002242,Description 2242,Canceled,01/17/2018 09:01:09 PM PST,,Product 64,,Germany,,Name 2242,,
00002243,Description 2243,Submitted,01/17/2018 09:01:14 PM PST,,Product 65,No,United Kingdom,961825,Name 2243,,
00002244,Description 2244,Canceled,01/25/2018 09:00:47 PM PST,,Product 66,No,Italy,N/A,Name 2244,,
00002245,Description 2245,Submitted,01/17/2018 09:01:18 PM PST,,Product 67,No,United Kingdom,431948,Name 2245,,
00002246,Description 2246,Submitted,01/17/2018 09:01:18 PM PST,,Product 68,No,United Kingdom,431458,Name 2246,,
00002247,Description 2247,Submitted,01/17/2018 09:01:19 PM PST,,Product 69,No,Ireland,,Name 2247,,
00002248,Description 2248,Submitted,01/17/2018 09:01:19 PM PST,,Product 70,No,USA,326676,Name 2248,,
00002249,Description 2249,Submitted,01/17/2018 09:01:22 PM PST,,Product 71,No,United Kingdom,N/A,Name 2249,"N/A, Complaint Closed Prior To This Field Implementation",Other
00002250,Description 2250,Submitted,01/17/2018 09:01:24 PM PST,,Product 72,No,Germany,,Name 2250,,
00002251,Description 2251,Canceled,01/17/2018 09:01:24 PM PST,,Product 73,,Germany,,Name 2251,,
00002252,Description 2252,Submitted,01/17/2018 09:01:25 PM PST,,Product 74,No,Germany,,Name 2252,,
00002253,Description 2253,Closed,01/17/2018 09:01:27 PM PST,02/27/2019 01:50:16 PM PST,Product 75,No,Denmark,300-04004-DK,Name 2253,Taastrup|Audiometry|HW|Pt responder|Uncertain,Accessories
00002254,Description 2254,Canceled,01/17/2018 09:01:51 PM PST,,Product 76,,Italy,,Name 2254,,
00002255,Description 2255,Canceled,01/17/2018 09:01:53 PM PST,,Product 77,,Germany,,Name 2255,,
00002256,Description 2256,Submitted,01/17/2018 09:02:00 PM PST,,Product 78,No,USA,322673,Name 2256,,
00002257,Description 2257,Submitted,01/17/2018 09:02:24 PM PST,,Product 79,No,Germany,131056,Name 2257,,
00002258,Description 2258,Submitted,01/17/2018 09:02:25 PM PST,,Product 80,No,Germany,N/A,Name 2258,,
00002259,Description 2259,Canceled,01/17/2018 09:02:25 PM PST,,Product 81,,Germany,205111,Name 2259,,
00002260,Description 2260,Canceled,01/18/2018 09:00:49 PM PST,,Product 82,,Germany,,Name 2260,,
00002261,Description 2261,Canceled,01/18/2018 09:00:50 PM PST,,Product 83,,Germany,,Name 2261,,
00002262,Description 2262,Canceled,01/18/2018 09:00:50 PM PST,,Product 84,No,Germany,N/A,Name 2262,,
00002263,Description 2263,Canceled,01/18/2018 09:00:51 PM PST,,Product 85,,Germany,,Name 2263,,
00002264,Description 2264,Canceled,01/18/2018 09:00:52 PM PST,,Product 86,,Germany,,Name 2264,,
00002265,Description 2265,Canceled,01/18/2018 09:00:52 PM PST,,Product 87,,Germany,,Name 2265,,
00002266,Description 2266,Submitted,01/18/2018 09:00:53 PM PST,,Product 88,No,Germany,,Name 2266,,
00002267,Description 2267,Submitted,01/18/2018 09:00:53 PM PST,,Product 89,No,Korea,,Name 2267,,
00002268,Description 2268,Submitted,01/18/2018 09:00:54 PM PST,,Product 90,No,Korea,,Name 2268,,
00002269,Description 2269,Submitted,01/18/2018 09:00:54 PM PST,,Product 91,No,Korea,,Name 2269,,
00002270,Description 2270,Submitted,01/18/2018 09:00:55 PM PST,,Product 92,No,USA,1749003,Name 2270,,Probe
00002271,Description 2271,Submitted,01/18/2018 09:00:56 PM PST,,Product 93,No,USA,270011,Name 2271,,Pump
00002272,Description 2272,Submitted,01/17/2018 09:02:42 PM PST,,Product 94,No,Denmark,948447,Name 2272,,
00002273,Description 2273,Submitted,01/18/2018 09:01:00 PM PST,,Product 95,No,USA,322693,Name 2273,,Main/Digital Board
00002274,Description 2274,Submitted,01/18/2018 09:01:01 PM PST,,Product 96,No,USA,1748036,Name 2274,,Main/Digital Board
00002275,Description 2275,Submitted,01/18/2018 09:01:01 PM PST,,Product 97,No,USA,270013,Name 2275,,
00002276,Description 2276,Submitted,01/18/2018 09:01:02 PM PST,,Product 98,No,USA,1743001,Name 2276,,Pump
00002277,Description 2277,Submitted,01/18/2018 09:01:03 PM PST,,Product 99,No,USA,297826,Name 2277,,Probe
00002278,Description 2278,Submitted,01/18/2018 09:01:04 PM PST,,Product 1,No,USA,1743002,Name 2278,,Main/Digital Board
00002279,Description 2279,Submitted,01/18/2018 09:01:04 PM PST,,Product 2,No,USA,158907,Name 2279,,Bluetooth
00002280,Description 2280,Canceled,01/18/2018 09:01:05 PM PST,,Product 3,,United Kingdom,247017,Name 2280,,
00002281,Description 2281,Closed,01/18/2018 09:01:06 PM PST,02/25/2019 03:42:14 AM PST,Product 4,No,United Kingdom,438482,Name 2281,Taastrup|Audiometry|HW|Pt responder|Broken,Probe
00002282,Description 2282,Submitted,01/18/2018 09:01:07 PM PST,,Product 5,No,United Kingdom,943853,Name 2282,,Main/Digital Board
00002283,Description 2283,Submitted,01/18/2018 09:01:09 PM PST,,Product 6,No,USA,1748021,Name 2283,,Main/Digital Board
00002284,Description 2284,Submitted,01/18/2018 09:01:10 PM PST,,Product 7,No,USA,326673,Name 2284,,Main/Digital Board
00002285,Description 2285,Submitted,01/18/2018 09:01:14 PM PST,,Product 8,No,Spain,264930,Name 2285,,Parts Order
00002286,Description 2286,Submitted,01/18/2018 09:01:14 PM PST,,Product 9,No,Spain,,Name 2286,,
00002287,Description 2287,Canceled,01/18/2018 09:01:19 PM PST,,Product 10,,United Kingdom,,Name 2287,,
00002288,Description 2288,Submitted,01/18/2018 09:01:22 PM PST,,Product 11,No,USA,140810,Name 2288,,
00002289,Description 2289,Submitted,01/18/2018 09:01:23 PM PST,,Product 12,No,USA,1745002,Name 2289,,Pump
00002290,Description 2290,Submitted,01/18/2018 09:01:24 PM PST,,Product 13,No,USA,1745000,Name 2290,,Pump
00002291,Description 2291,Submitted,01/18/2018 09:01:25 PM PST,,Product 14,No,Denmark,989679,Name 2291,,
00002292,Description 2292,Canceled,01/18/2018 09:01:26 PM PST,,Product 15,,Germany,,Name 2292,,
00002293,Description 2293,Canceled,01/18/2018 09:01:29 PM PST,,Product 16,No,Spain,292463,Name 2293,,Parts Order
00002294,Description 2294,Submitted,01/18/2018 09:01:30 PM PST,,Product 17,No,USA,317343,Name 2294,,Main/Digital Board
00002295,Description 2295,Submitted,01/18/2018 09:01:30 PM PST,,Product 18,No,USA,950601,Name 2295,,PSU/Charger
00002296,Description 2296,Submitted,01/18/2018 09:01:31 PM PST,,Product 19,No,Korea,268561,Name 2296,,Probe
00002297,Description 2297,Canceled,01/19/2018 09:00:49 PM PST,,Product 20,,Germany,,Name 2297,,
00002298,Description 2298,Canceled,01/19/2018 09:00:50 PM PST,,Product 21,,Germany,,Name 2298,,
00002299,Description 2299,Canceled,01/19/2018 09:00:50 PM PST,,Product 22,,Germany,,Name 2299,,
00002300,Description 2300,Canceled,01/19/2018 09:00:51 PM PST,,Product 23,,Germany,,Name 2300,,
00002301,Description 2301,Canceled,01/19/2018 09:00:51 PM PST,,Product 24,,Germany,,Name 2301,,
00002302,Description 2302,Canceled,01/19/2018 09:00:52 PM PST,,Product 25,No,Germany,N/A,Name 2302,,
00002303,Description 2303,Canceled,01/19/2018 09:00:52 PM PST,,Product 26,,Germany,,Name 2303,,
00002304,Description 2304,Canceled,01/19/2018 09:00:53 PM PST,,Product 27,No,Germany,N/A,Name 2304,,
00002305,Description 2305,Submitted,01/19/2018 09:00:53 PM PST,,Product 28,No,Germany,,Name 2305,,
00002306,Description 2306,Canceled,01/18/2018 09:02:01 PM PST,,Product 29,No,Sweden,353319,Name 2306,,"Routine maintenance, calibrati"
00002307,Description 2307,Canceled,01/18/2018 09:02:28 PM PST,,Product 30,No,Italy,N/A,Name 2307,,
00002308,Description 2308,Submitted,01/18/2018 09:02:45 PM PST,,Product 31,No,Denmark,459576,Name 2308,,
00002309,Description 2309,Submitted,01/19/2018 09:00:55 PM PST,,Product 32,No,Germany,42263,Name 2309,,
00002310,Description 2310,Submitted,01/19/2018 09:00:55 PM PST,,Product 33,No,Germany,440402,Name 2310,,Main/Digital Board
00002311,Description 2311,Submitted,01/19/2018 09:00:56 PM PST,,Product 34,No,Germany,258592,Name 2311,,"Routine maintenance, calibrati"
00002312,Description 2312,Submitted,01/19/2018 09:00:56 PM PST,,Product 35,No,Germany,1226,Name 2312,,
00002313,Description 2313,Submitted,01/19/2018 09:00:58 PM PST,,Product 36,No,Korea,233811,Name 2313,,Main/Digital Board
00002314,Description 2314,Submitted,01/19/2018 09:00:58 PM PST,,Product 37,No,USA,7114,Name 2314,,Cable issue
00002315,Description 2315,Submitted,01/19/2018 09:00:59 PM PST,,Product 38,No,Germany,,Name 2315,,
00002316,Description 2316,Closed,01/19/2018 09:01:00 PM PST,02/25/2019 03:45:54 AM PST,Product 39,No,Spain,242246,Name 2316,Taastrup|Audiometry|HW|Pt responder|Uncertain,Accessories
00002317,Description 2317,Canceled,01/19/2018 09:01:00 PM PST,,Product 40,,Sweden,979322,Name 2317,,Calibration
00002318,Description 2318,Canceled,01/19/2018 09:01:02 PM PST,,Product 41,,Ireland,,Name 2318,,
00002319,Description 2319,Submitted,01/19/2018 09:01:02 PM PST,,Product 42,No,Ireland,374005,Name 2319,,Calibration Error
00002320,Description 2320,Submitted,01/19/2018 09:01:03 PM PST,,Product 43,No,United Kingdom,975199,Name 2320,,
00002321,Description 2321,Canceled,01/19/2018 09:01:03 PM PST,,Product 44,,United Kingdom,,Name 2321,,
00002322,Description 2322,Submitted,01/19/2018 09:01:04 PM PST,,Product 45,No,Germany,,Name 2322,,
00002323,Description 2323,Canceled,01/19/2018 09:01:18 PM PST,,Product 46,,Germany,,Name 2323,,
00002324,Description 2324,Submitted,01/19/2018 09:01:20 PM PST,,Product 47,No,Germany,,Name 2324,,
00002325,Description 2325,Submitted,01/19/2018 09:01:20 PM PST,,Product 48,No,Germany,,Name 2325,,
00002326,Description 2326,Submitted,01/19/2018 09:01:22 PM PST,,Product 49,No,Ireland,223703,Name 2326,,
00002327,Description 2327,Submitted,01/19/2018 09:01:23 PM PST,,Product 50,No,United Kingdom,984601,Name 2327,,
00002328,Description 2328,Submitted,01/19/2018 09:01:24 PM PST,,Product 51,No,United Kingdom,,Name 2328,,
00002329,Description 2329,Canceled,01/22/2018 09:00:47 PM PST,,Product 52,No,Germany,,Name 2329,,
00002330,Description 2330,Submitted,01/22/2018 09:00:47 PM PST,,Product 53,No,Germany,1193,Name 2330,,Probe
00002331,Description 2331,Canceled,01/22/2018 09:00:48 PM PST,,Product 54,,Germany,,Name 2331,,
00002332,Description 2332,Submitted,01/22/2018 09:00:48 PM PST,,Product 55,No,Germany,700646,Name 2332,,
00002333,Description 2333,Canceled,01/22/2018 09:00:49 PM PST,,Product 56,,Germany,,Name 2333,,
00002334,Description 2334,Submitted,01/22/2018 09:00:49 PM PST,,Product 57,No,Germany,954194,Name 2334,,
00002335,Description 2335,Submitted,01/19/2018 09:01:42 PM PST,,Product 58,No,United Kingdom,2491,Name 2335,,
00002336,Description 2336,Submitted,01/22/2018 09:00:50 PM PST,,Product 59,No,Netherlands,386573,Name 2336,,Camera
00002337,Description 2337,Submitted,01/22/2018 09:00:50 PM PST,,Product 60,No,USA,239219,Name 2337,,Camera
00002338,Description 2338,Submitted,01/22/2018 09:00:51 PM PST,,Product 61,No,Korea,417416,Name 2338,,Chassis
00002339,Description 2339,Submitted,01/22/2018 09:00:51 PM PST,,Product 62,No,Korea,303349,Name 2339,,Main/Digital Board
00002340,Description 2340,Submitted,01/22/2018 09:00:52 PM PST,,Product 63,No,United Kingdom,,Name 2340,,
00002341,Description 2341,Submitted,01/22/2018 09:00:52 PM PST,,Product 64,No,United Kingdom,,Name 2341,,
00002342,Description 2342,Canceled,01/22/2018 09:00:52 PM PST,,Product 65,,United Kingdom,,Name 2342,,
00002343,Description 2343,Submitted,01/22/2018 09:00:53 PM PST,,Product 66,No,United Kingdom,,Name 2343,,
00002344,Description 2344,Submitted,01/22/2018 09:00:53 PM PST,,Product 67,No,Denmark,132006,Name 2344,,
00002345,Description 2345,Submitted,01/22/2018 09:00:56 PM PST,,Product 68,No,Germany,118164,Name 2345,,
00002346,Description 2346,Submitted,01/22/2018 09:00:56 PM PST,,Product 69,No,United Kingdom,252618,Name 2346,,Firmware/Software
00002347,Description 2347,Submitted,01/22/2018 09:00:57 PM PST,,Product 70,No,Spain,,Name 2347,,
00002348,Description 2348,Submitted,01/22/2018 09:00:57 PM PST,,Product 71,No,Sweden,EP-TE 29725,Name 2348,,Repair
00002349,Description 2349,Submitted,01/21/2018 09:00:49 PM PST,,Product 72,No,Finland,1748003,Name 2349,,
00002350,Description 2350,Canceled,01/22/2018 09:01:02 PM PST,,Product 73,No,Germany,,Name 2350,,
00002351,Description 2351,Submitted,01/22/2018 09:01:02 PM PST,,Product 74,No,Spain,164981,Name 2351,,
00002352,Description 2352,Canceled,01/22/2018 09:01:05 PM PST,,Product 75,No,Spain,6142,Name 2352,,Parts Order
00002353,Description 2353,Canceled,01/22/2018 09:01:05 PM PST,,Product 76,,Spain,164981,Name 2353,,Calibration/Adjustment
00002354,Description 2354,Canceled,01/22/2018 09:01:10 PM PST,,Product 77,,Germany,,Name 2354,,
00002355,Description 2355,Canceled,01/22/2018 09:01:11 PM PST,,Product 78,,Germany,,Name 2355,,
00002356,Description 2356,Canceled,01/22/2018 09:01:11 PM PST,,Product 79,,Germany,,Name 2356,,
00002357,Description 2357,Canceled,01/22/2018 09:01:12 PM PST,,Product 80,No,Germany,N/A,Name 2357,,
00002358,Description 2358,Submitted,01/22/2018 09:01:12 PM PST,,Product 81,No,Germany,,Name 2358,,
00002359,Description 2359,Canceled,01/22/2018 09:01:13 PM PST,,Product 82,No,Germany,SW-74211837,Name 2359,N/A,
00002360,Description 2360,Submitted,01/22/2018 09:01:14 PM PST,,Product 83,No,United Kingdom,,Name 2360,,
00002361,Description 2361,Submitted,01/22/2018 09:01:14 PM PST,,Product 84,No,United Kingdom,,Name 2361,,Cable issue
00002362,Description 2362,Submitted,01/22/2018 09:01:14 PM PST,,Product 85,No,Ireland,425516,Name 2362,,"Display problems, abnormal/fai"
00002363,Description 2363,Submitted,01/22/2018 09:01:16 PM PST,,Product 86,No,Taiwan,,Name 2363,,
00002364,Description 2364,Submitted,01/22/2018 09:01:35 PM PST,,Product 87,No,United Kingdom,948715,Name 2364,,Communication to System Issue
00002365,Description 2365,Submitted,01/22/2018 09:01:35 PM PST,,Product 88,No,United Kingdom,948173,Name 2365,,Cable issue
00002366,Description 2366,Canceled,01/22/2018 09:01:43 PM PST,,Product 89,,Germany,,Name 2366,,Calibration
00002367,Description 2367,Canceled,01/22/2018 09:01:54 PM PST,,Product 90,No,United Kingdom,N/A,Name 2367,,
00002368,Description 2368,Canceled,01/22/2018 09:01:58 PM PST,,Product 91,,USA,,Name 2368,,
00002369,Description 2369,Submitted,01/23/2018 09:00:47 PM PST,,Product 92,No,Norway,,Name 2369,,
00002370,Description 2370,Submitted,01/23/2018 09:00:49 PM PST,,Product 93,No,Australia,ECC33814,Name 2370,,Probe
00002371,Description 2371,Submitted,01/23/2018 09:00:50 PM PST,,Product 94,No,Australia,ECC33791,Name 2371,,Probe
00002372,Description 2372,Submitted,01/23/2018 09:00:50 PM PST,,Product 95,No,Spain,313443,Name 2372,,
00002373,Description 2373,Closed,01/23/2018 09:00:51 PM PST,03/01/2018 01:43:27 AM PST,Product 96,No,Sweden,4.83.01,Name 2373,"N/A, Complaint Closed Prior To This Field Implementation",Software Issue
00002374,Description 2374,Canceled,01/23/2018 09:00:52 PM PST,,Product 97,No,Germany,N/A,Name 2374,,
00002375,Description 2375,Canceled,01/23/2018 09:00:53 PM PST,,Product 98,No,Germany,,Name 2375,,
00002376,Description 2376,Canceled,01/23/2018 09:00:53 PM PST,,Product 99,No,Germany,,Name 2376,,
00002377,Description 2377,Submitted,01/23/2018 09:00:53 PM PST,,Product 1,No,Germany,,Name 2377,,
00002378,Description 2378,Canceled,01/23/2018 09:00:54 PM PST,,Product 2,No,Germany,,Name 2378,,
00002379,Description 2379,Canceled,01/23/2018 09:00:54 PM PST,,Product 3,No,Germany,,Name 2379,,
00002380,Description 2380,Submitted,01/23/2018 09:00:55 PM PST,,Product 4,No,Germany,,Name 2380,,
00002381,Description 2381,Canceled,01/23/2018 09:00:57 PM PST,,Product 5,No,Denmark,,Name 2381,,
00002382,Description 2382,Canceled,01/23/2018 09:01:01 PM PST,,Product 6,No,Germany,,Name 2382,,
00002383,Description 2383,Submitted,01/23/2018 09:01:01 PM PST,,Product 7,No,Norway,,Name 2383,,
00002384,Description 2384,Submitted,01/23/2018 09:01:01 PM PST,,Product 8,No,Ireland,,Name 2384,,
00002385,Description 2385,Submitted,01/23/2018 09:01:02 PM PST,,Product 9,No,Egypt,965,Name 2385,,Pump
00002386,Description 2386,Canceled,01/23/2018 09:01:02 PM PST,,Product 10,No,Germany,,Name 2386,,
00002387,Description 2387,Canceled,01/23/2018 09:01:03 PM PST,,Product 11,,Germany,704308,Name 2387,,
00002388,Description 2388,Submitted,01/23/2018 09:01:03 PM PST,,Product 12,No,United Kingdom,,Name 2388,,
00002389,Description 2389,Canceled,01/23/2018 09:01:03 PM PST,,Product 13,No,Ireland,,Name 2389,,
00002390,Description 2390,Submitted,01/23/2018 09:01:07 PM PST,,Product 14,No,Ireland,1256,Name 2390,,PSU/Charger
00002391,Description 2391,Submitted,01/23/2018 09:01:08 PM PST,,Product 15,No,United Kingdom,,Name 2391,,
00002392,Description 2392,Submitted,01/23/2018 09:01:08 PM PST,,Product 16,No,United Kingdom,,Name 2392,,
00002393,Description 2393,Submitted,01/23/2018 09:01:10 PM PST,,Product 17,No,Spain,701138,Name 2393,,Accessories
00002394,Description 2394,Submitted,04/08/2018 09:01:38 PM PDT,,Product 18,No,Italy,344452,Name 2394,,
00002395,Description 2395,Closed,01/23/2018 09:01:13 PM PST,03/05/2019 03:24:43 AM PST,Product 19,No,Norway,271361,Name 2395,Taastrup|Audiometry|HW|Pt responder|Uncertain,Accessories
00002396,Description 2396,Submitted,01/23/2018 09:01:20 PM PST,,Product 20,No,Germany,,Name 2396,,
00002397,Description 2397,Canceled,01/23/2018 09:01:24 PM PST,,Product 21,No,Germany,,Name 2397,,Calibration
00002398,Description 2398,Canceled,01/23/2018 09:01:24 PM PST,,Product 22,,Germany,,Name 2398,,Calibration
00002399,Description 2399,Canceled,01/24/2018 09:00:49 PM PST,,Product 23,No,Germany,,Name 2399,,
